"","Date","The_Big_Bang_Theory_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","Liste_des_épisodes_de_The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_spider","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory_fr.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_es.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_spider","The_Big_Bang_Theory_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_spider"
"608",2017-02-26,"18537"," 1014","  447"," 8313","  972"," 1916","   74","  108","   19","11234"," 1681","   15","   23","  864"," 1599","  764"," 1309"," 9818","  680"," 5235"," 3866"," 2746","  540","   18"," 4608"," 1355","   17"
"609",2017-02-27,"17384","  964","  403"," 9011","  836"," 1676","  215","  108","   54","10357"," 1398","   24","   15","  684"," 2700","  986"," 1480"," 8027","  530"," 4345"," 2832"," 4865","  873","   14"," 8077"," 1954","   18"
"610",2017-02-28,"16532","  940","  334"," 8708","  796"," 1652","  120","  111","   15","10227"," 1368","   19","   26","  679"," 2517"," 1112"," 1364"," 7481","  551"," 3265"," 1860"," 2549","  495","   10"," 5377"," 1679","   16"
"611",2017-03-01,"26558"," 1022","  335","15305"," 1022"," 1880","  118","   99","   47","12145"," 1682","   16","   20","  805"," 2332","  816"," 1309","10652","  638"," 3165"," 1778"," 2152","  434","    6"," 4802"," 1309","   25"
"612",2017-03-02,"26221"," 1112","  367","13294","  905"," 1908","  172","  124","   21","14560"," 1595","  113","    9","  765"," 3061","  795"," 1591","12304","  658"," 3848"," 2204"," 2604","  529","   28"," 6012"," 1392","   17"
"613",2017-03-03,"31298"," 1087","  463","17205","  918"," 1855","  223","  151","   35","30781"," 1584","   29","   11","  733"," 2549","  807"," 1478","13305","  632"," 3545"," 2014"," 2535","  553","   19"," 5401"," 1420","   22"
"614",2017-03-04,"20027"," 1262","  510","10020","  864"," 2708","  339","  278","  104","16211"," 1514","   51","   53"," 1349"," 1522","  685"," 1084"," 9401","  623"," 3154"," 2019"," 2414","  478","   19"," 4308"," 1216","   31"
"615",2017-03-05,"19954"," 1112","  515"," 9221","  953"," 2048","  307","  267","  129","13730"," 1647","   27","   18","  890"," 1742","  727"," 1252","10112","  660"," 3688"," 2375"," 2341","  499","   20"," 4480"," 1306","   29"
"616",2017-03-06,"17530","  893","  375"," 8996","  728"," 1599","  111","  132","   34","11555"," 1317","   19","   33","  653"," 2891"," 1181"," 1318"," 8088","  562"," 2976"," 1594"," 5847"," 1337","   17"," 9640"," 2728","   26"
"617",2017-03-07,"17822","  827","  317"," 9423","  801"," 1473","  161","   86","   24","11099"," 1358","   19","   16","  610"," 2576"," 1096"," 1212"," 7982","  543"," 2891"," 1660"," 2656","  602","   24"," 5599"," 1762","   25"
"618",2017-03-08,"16603","  869","  275"," 8594","  727"," 1513","  114","  116","   25","10602"," 1252","   24","   20","  585"," 1818","  754"," 1145"," 7588","  515"," 2634"," 1440"," 1991","  395","   20"," 4045"," 1191","   35"
"619",2017-03-09,"17842","  852","  306"," 8942","  692"," 1455","   88","  125","   23","12460"," 1248","   17","   54","  558"," 1618","  737"," 1041"," 8401","  532"," 2713"," 1635"," 1728","  347","   20"," 3669"," 1130","   40"
"620",2017-03-10,"21454","  914","  392","11020","  781"," 1493","  119","  144","   33","19551"," 1389","   32","   46","  540"," 1685","  722"," 1047"," 9823","  575"," 2662"," 1572"," 1890","  320","   27"," 3904"," 1094","   37"
"621",2017-03-11,"15564","  903","  345"," 7525","  699"," 2099","  139","  117","   36","11696"," 1204","   26","   22"," 1126"," 1287","  575","  904"," 7581","  488"," 2483"," 1554"," 2242","  425","   19"," 3900"," 1039","   28"
"622",2017-03-12,"16979","  944","  360"," 7587","  793"," 1818","  136","  130","   34","10750"," 1384","   52","   18","  812"," 1480","  631"," 1051"," 8916","  569"," 3039"," 1924"," 2202","  390","   33"," 4037"," 1079","   27"
"623",2017-03-13,"17167","  859","  298"," 8881","  739"," 1546","  203","  103","   16","10218"," 1371","   75","   31","  647"," 2760"," 1049"," 1166"," 7800","  586"," 2755"," 1555"," 5077"," 1115","   21"," 8645"," 2365","   24"
"624",2017-03-14,"26156"," 1060","  317","14233","  970"," 1809","  296","  107","   33","11560"," 1642","   59","   30","  703"," 4770"," 1364"," 1581","11151","  636"," 3417"," 1800"," 3192","  663","   20"," 8453"," 2119","   31"
"625",2017-03-15,"19147","  826","  285"," 9745","  778"," 1556","  209","   99","   21","10099"," 1339","   64","   15","  675"," 2190","  812"," 1135"," 8823","  539"," 2643"," 1471"," 2066","  383","   18"," 4582"," 1258","   46"
"626",2017-03-16,"18271","  827","  281"," 9318","  731"," 1511","  120","  118","   22","12332"," 1310","   70","   20","  645"," 1765","  554"," 1239"," 8394","  552"," 3147"," 1861"," 1737","  328","   19"," 3771","  933","   31"
"627",2017-03-17,"22340","  822","  396","13211","  885"," 1451","  132","  152","   31","25910"," 1494","   55","   17","  600"," 2229","  674"," 1099"," 8542","  583"," 2573"," 1430"," 2323","  340","   29"," 4895"," 1064","   32"
"628",2017-03-18,"16144"," 1184","  430"," 8389","  683"," 2743","  145","  129","   32","14553"," 1247","   52","   20"," 1481"," 1687","  702","  936"," 7259","  533"," 2492"," 1522"," 2600","  457","   36"," 4667"," 1205","   37"
"629",2017-03-19,"15688"," 1066","  474"," 7784","  763"," 2015","  107","  145","   27","11982"," 1402","   38","   25","  890"," 1660","  739"," 1111"," 7409","  607"," 3097"," 1949"," 2551","  501","   21"," 4612"," 1306","   64"
"630",2017-03-20,"18196","  909","  343","10447","  810"," 1571","  154","  149","   24","11517"," 1379","   51","   42","  616"," 2792"," 1065"," 1238"," 7256","  552"," 3010"," 1729"," 4902","  893","   28"," 8621"," 2111","   31"
"631",2017-03-21,"19236","  943","  320","10830","  839"," 1632","  100","  137","   24","10643"," 1450","   30","   27","  643"," 3435"," 1194"," 1513"," 7904","  589"," 3479"," 1914"," 2887","  554","   25"," 6738"," 1835","   27"
"632",2017-03-22,"15655","  899","  347"," 8430","  793"," 1553","  115","  138","   84"," 9120"," 1369","   19","   20","  616"," 2168","  832"," 1279"," 6797","  543"," 2933"," 1634"," 1873","  340","   26"," 4408"," 1240","   28"
"633",2017-03-23,"17322","  932","  334"," 9307","  669"," 1571","  124","  108","   15","10725"," 1264","   27","   12","  599"," 1854","  632"," 1248"," 7565","  573"," 3090"," 1795"," 1966","  321","   11"," 4133","  998","   23"
"634",2017-03-24,"18795","  888","  434","11219","  723"," 1490","  134","  120","   16","17638"," 1280","   52","   12","  555"," 1771","  627"," 1348"," 7112","  539"," 3053"," 1664"," 2043","  302","   29"," 4219","  969","   30"
"635",2017-03-25,"15160"," 1118","  464"," 7796","  611"," 2645","  148","  112","   20","12014"," 1167","   36","   11"," 1429"," 1285","  565"," 1172"," 6963","  526"," 3003"," 1764"," 2066","  415","   23"," 3708"," 1029","   29"
"636",2017-03-26,"15813"," 1009","  448"," 7902","  661"," 1913","  119","  114","   18","11154"," 1213","   25","   19","  843"," 1247","  709"," 1484"," 7437","  536"," 5013"," 3467"," 1956","  434","   15"," 3502"," 1212","   26"
"637",2017-03-27,"16865","  898","  337"," 8945","  644"," 1535","   96","   85","   15","10611"," 1196","   24","   18","  606"," 2439"," 1007"," 1670"," 7454","  521"," 4024"," 2302"," 4222","  886","   13"," 7348"," 2040","   30"
"638",2017-03-28,"15396","  845","  349"," 8543","  644"," 1431","  123","  130","   14"," 9700"," 1120","   26","   29","  559"," 2200"," 1030"," 1251"," 6446","  461"," 2909"," 1614"," 2109","  420","    8"," 4587"," 1504","   21"
"639",2017-03-29,"15607","  873","  366"," 8799","  706"," 1458","  110","   98","   15"," 9557"," 1243","   14","    8","  555"," 2131","  742"," 1165"," 6431","  509"," 2593"," 1399"," 1951","  383","   13"," 4374"," 1165","   13"
"640",2017-03-30,"16695","  824","  316"," 9141","  636"," 1378","  128","  113","   15","10991"," 1276","   22","   13","  524"," 1639","  563"," 1233"," 7157","  619"," 3100"," 1814"," 1750","  360","    8"," 3669","  952","   48"
"641",2017-03-31,"18983","  996","  422","10231","  787"," 1585","  125","  129","   20","16400"," 1628","   52","   31","  555"," 1619","  624"," 1271"," 8216","  812"," 2867"," 1558"," 1582","  294","   29"," 3520","  950","   44"
"642",2017-04-01,"13367"," 1053","  427"," 6853","  588"," 2331","  250","  114","   23","10024"," 1095","   34","   14"," 1186"," 1076","  478","  983"," 6099","  471"," 2710"," 1678"," 1708","  310","   16"," 3054","  840","   19"
"643",2017-04-02,"15278","  883","  369"," 7339","  704"," 1651","  254","  113","   15","10096"," 1497","   17","    7","  723"," 1109","  579"," 1174"," 7475","  761"," 3439"," 2224"," 1708","  351","   18"," 3094","  995","   15"
"644",2017-04-03,"14746","  796","  284"," 7708","  695"," 1411","  206","  160","   19"," 9439"," 1380","   26","   38","  560"," 2269","  954"," 1139"," 6617","  664"," 2842"," 1675"," 3739","  723","   15"," 6644"," 1769","   14"
"645",2017-04-04,"14366","  710","  286"," 7454","  636"," 1309","  167","  100","   19"," 8772"," 1154","   12","    8","  574"," 1952","  939"," 1277"," 6540","  500"," 3072"," 1759"," 1762","  386","    7"," 4003"," 1383","   20"
"646",2017-04-05,"14258","  745","  301"," 7289","  607"," 1270","  181","   93","   20"," 8458"," 1129","   26","   14","  503"," 1555","  647"," 1305"," 6594","  504"," 2929"," 1601"," 1593","  319","    5"," 3415"," 1016","  175"
"647",2017-04-06,"15155","  764","  248"," 7967","  645"," 1336","  185","  214","   45","10177"," 1175","   21","    9","  544"," 1380","  567"," 1150"," 6727","  511"," 3024"," 1827"," 1529","  318","   10"," 3150","  934","   44"
"648",2017-04-07,"16778","  806","  357"," 9257","  585"," 1342","  202","  132","   21","15136"," 1029","   34","   33","  489"," 1426","  610"," 1091"," 7029","  431"," 2702"," 1578"," 1521","  268","   27"," 3276","  924","   26"
"649",2017-04-08,"12604","  980","  397"," 6572","  596"," 2166","  115","  121","   38","10143"," 1064","   25","    8"," 1095"," 1141","  545"," 1017"," 5696","  458"," 2892"," 1812"," 1912","  316","   14"," 3344","  900","   25"
"650",2017-04-09,"14048","  763","  369"," 6854","  668"," 1396","  179","  110","   30"," 9572"," 1219","   19","   15","  601"," 1016","  617"," 1104"," 6730","  535"," 3434"," 2282"," 1459","  355","   17"," 2783"," 1023","   19"
"651",2017-04-10,"13801","  889","  324"," 7557","  637"," 1481","  187","  126","   39"," 8958"," 1083","   37","   21","  554"," 2579"," 1598"," 1362"," 5877","  425"," 3151"," 1761"," 5021"," 2357","   24"," 8399"," 4293","   54"
"652",2017-04-11,"12576","  765","  299"," 6743","  568"," 1291","  203","  139","   32"," 8099"," 1012","   14","   18","  497"," 1917"," 1159"," 1189"," 5497","  423"," 3087"," 1840"," 2105","  803","   29"," 4334"," 2064","   23"
"653",2017-04-12,"12221","  740","  249"," 6382","  586"," 1224","  164","  136","   45"," 8001"," 1046","   18","   17","  462"," 1599","  830"," 1029"," 5500","  450"," 2646"," 1580"," 1643","  423","   23"," 3541"," 1322","   15"
"654",2017-04-13,"14712","  728","  278"," 7759","  560"," 1225","  165","  136","   36"," 9983","  969","   33","   11","  465"," 1452","  642","  997"," 6515","  403"," 3173"," 2104"," 1845","  375","   16"," 3579"," 1070","   14"
"655",2017-04-14,"19813","  838","  390","10292","  677"," 1403","  140","  205","   22","17281"," 1311","   29","   24","  524"," 1261","  728"," 1096"," 8861","  606"," 3343"," 2192"," 1695","  425","   28"," 3250"," 1215","   27"
"656",2017-04-15,"13772"," 1087","  411"," 6766","  573"," 2458","  153","  117","   33","10257"," 1031","   49","   13"," 1278"," 1199","  574"," 1193"," 6532","  438"," 3537"," 2297"," 2002","  455","   15"," 3549"," 1071","   24"
"657",2017-04-16,"14012","  722","  308"," 6457","  878"," 1446","  104","  505","  237"," 9757"," 1378","   13","    7","  688"," 1088","  499"," 1280"," 7113","  481"," 3920"," 2597"," 1976","  393","   13"," 3378","  949","   13"
"658",2017-04-17,"14497","  890","  403"," 7665","  701"," 1708","  163","  129","   35","10664"," 1238","   18","   12","  779"," 1286","  728"," 1495"," 6425","  512"," 3770"," 2207"," 1927","  477","   16"," 3531"," 1255","   19"
"659",2017-04-18,"13202","  799","  323"," 7091","  689"," 1322","  112","  135","   31"," 9532"," 1117","   21","   19","  504"," 1589","  723"," 1139"," 5765","  391"," 3031"," 1844"," 1729","  438","   23"," 3547"," 1210","   17"
"660",2017-04-19,"14537","  659","  266"," 7826","  671"," 1233","  200","  245","   52"," 9485"," 1137","   61","   35","  533"," 1745","  714"," 1107"," 6321","  423"," 2690"," 1532"," 2000","  454","   21"," 4030"," 1229","   16"
"661",2017-04-20,"15001","  748","  276"," 8073","  631"," 1323","  126","  163","   43","10763"," 1063","   16","   13","  528"," 1770","  625"," 1180"," 6512","  411"," 3340"," 2125"," 1796","  407","   23"," 3810"," 1083","   16"
"662",2017-04-21,"19701","  861","  417","11625","  662"," 1458","  119","  136","   23","20271"," 1116","   20","   25","  562"," 1611","  688"," 1258"," 7554","  436"," 3275"," 1973"," 2097","  401","   14"," 4024"," 1148","   15"
"663",2017-04-22,"14139"," 1130","  461"," 7435","  592"," 2392","  130","  106","   25","11681"," 1033","   50","   15"," 1164"," 1374","  596"," 1008"," 6244","  427"," 2964"," 1896"," 2387","  439","   21"," 4180"," 1090","   15"
"664",2017-04-23,"14330","  761","  354"," 7170","  570"," 1436","  188","  134","   32","10449"," 1029","   62","    7","  637"," 1483","  720"," 1347"," 6745","  443"," 4999"," 3580"," 2034","  462","    6"," 3843"," 1219","   19"
"665",2017-04-24,"14859","  777","  299"," 7975","  616"," 1295","  166","  117","   30","10010"," 1018","   23","   15","  490"," 2280","  968"," 1409"," 6449","  372"," 3469"," 2021"," 3365","  935","   14"," 6223"," 2029","   12"
"666",2017-04-25,"14165","  763","  310"," 7486","  632"," 1321","  141","  130","   70"," 9065"," 1039","   21","   22","  521"," 2094","  791"," 1280"," 6282","  393"," 3111"," 1778"," 2325","  606","   28"," 4787"," 1486","   15"
"667",2017-04-26,"14337","  730","  304"," 7451","  582"," 1287","  145","   88","   21"," 9112"," 1058","    8","   39","  536"," 1626","  693"," 1190"," 6465","  464"," 2960"," 1722"," 2014","  491","   27"," 3933"," 1247","   16"
"668",2017-04-27,"14600","  721","  286"," 7677","  552"," 1213","  123","  117","   23","10046","  960","   15","   27","  467"," 1754","  639"," 1205"," 6497","  394"," 3164"," 1908"," 1639","  340","   15"," 3639"," 1022","   35"
"669",2017-04-28,"19330","  907","  434","10927","  662"," 1523","  219","  139","   23","16232"," 1123","   32","   21","  580"," 1497","  591"," 1171"," 7806","  440"," 2905"," 1681"," 1455","  312","   22"," 3179","  942","   24"
"670",2017-04-29,"15079"," 1106","  457"," 7762","  644"," 2399","   92","  117","   50","10848"," 1074","   32","   19"," 1238"," 1438","  514"," 1067"," 6797","  410"," 3171"," 2043"," 2024","  329","   21"," 3778","  897","   48"
"671",2017-04-30,"15846","  909","  369"," 6998","  591"," 1739","  107","  119","   34"," 9611"," 1116","   53","   19","  766"," 1208","  438"," 1460"," 8222","  507"," 6224"," 4674"," 1904","  354","   12"," 3440","  844","   47"
"672",2017-05-01,"15666","  997","  420"," 7772","  565"," 1901","  136","  118","   19","10235"," 1079","   25","    5","  855"," 1792","  693"," 1444"," 7406","  497"," 4444"," 2922"," 2994","  518","   21"," 5325"," 1295","   31"
"673",2017-05-02,"13064","  786","  284"," 7151","  523"," 1410","  182","  118","   30"," 8531","  903","   13","   17","  584"," 1688","  621"," 1495"," 5542","  357"," 3777"," 2236"," 1857","  375","    5"," 3845"," 1047","    8"
"674",2017-05-03,"14288","  991","  301"," 7602","  570"," 1542","  115","  114","   21"," 8718","  933","   17","   11","  497"," 1516","  577"," 1415"," 6229","  346"," 3286"," 1844"," 1635","  331","   16"," 3384","  965","   36"
"675",2017-05-04,"17895","  931","  296"," 9634","  628"," 1544","  133","  100","   23","10560"," 1014","   15","   41","  579"," 1697","  628"," 1309"," 7761","  370"," 3428"," 2066"," 1730","  301","   19"," 3702","  977","   17"
"676",2017-05-05,"23756"," 1056","  442","12917","  721"," 1756","  191","  152","   25","18976"," 1166","   45","   18","  646"," 1607","  607"," 1390","10126","  430"," 3375"," 1917"," 1757","  307","   32"," 3603","  963","   38"
"677",2017-05-06,"16619"," 1293","  444"," 8672","  624"," 2625","  267","  121","   25","12030"," 1102","   30","   14"," 1245"," 1338","  533"," 1240"," 7371","  450"," 3567"," 2260"," 1671","  286","   22"," 3283","  862","   47"
"678",2017-05-07,"16555","  902","  325"," 8067","  698"," 1599","  112","  152","   23","11107"," 1224","   13","    6","  637"," 1390","  592"," 1328"," 7845","  501"," 3718"," 2316"," 1995","  428","   18"," 3732"," 1077","   15"
"679",2017-05-08,"15797","  969","  416"," 8668","  602"," 1740","  128","  139","   16","10017"," 1049","   38","   12","  720"," 2165","  746"," 1503"," 6703","  429"," 3443"," 1902"," 2926","  602","   12"," 5593"," 1443","   16"
"680",2017-05-09,"14924","  925","  280"," 7969","  605"," 1544","  169","  100","   17"," 8935"," 1050","   22","   10","  588"," 1582","  501"," 1269"," 6537","  422"," 3003"," 1688"," 1694","  350","   18"," 3512","  897","   22"
"681",2017-05-10,"15653","  952","  327"," 7985","  746"," 1597","  142","  105","   23"," 8942"," 1210","   16","    7","  614"," 1506","  468"," 1195"," 7227","  446"," 2773"," 1545"," 1391","  237","    9"," 3104","  753","   80"
"682",2017-05-11,"18434","  953","  333"," 9522","  720"," 1805","  148","  208","   55","11596"," 1201","   53","    5","  815"," 1358","  469"," 1434"," 8340","  469"," 3519"," 2039"," 1459","  292","    9"," 3035","  794","   23"
"683",2017-05-12,"37406"," 1571","  739","20404"," 1167"," 2621","  226","  160","   28","29407"," 2069","   46","   22","  975"," 1730","  704"," 1453","15830","  868"," 3638"," 2125"," 1745","  371","   69"," 3746"," 1118","   43"
"684",2017-05-13,"23861"," 1416","  572","12362","  869"," 3001","  345","  132","   22","17087"," 1529","   41","    5"," 1458"," 1233","  491"," 1221","10771","  627"," 3162"," 1889"," 1720","  355","   24"," 3197","  891","   24"
"685",2017-05-14,"21632"," 1097","  505","10313","  825"," 2067","  238","  122","   30","13373"," 1637","    9","    6","  911"," 1320","  547"," 1258","10545","  771"," 3533"," 2227"," 1803","  368","   12"," 3429","  961","   31"
"686",2017-05-15,"26533"," 1240","  430","14211","  983"," 2138","  317","  136","   56","13244"," 1865","   73","    7","  831"," 4115","  847"," 1996","11542","  847"," 4849"," 2777"," 4015","  636","    4"," 8893"," 1570","   29"
"687",2017-05-16,"21473"," 1061","  348","11124","  765"," 1958","  295","  202","   52","10697"," 1363","   37","    7","  857"," 2172","  518"," 1934"," 9710","  578"," 4774"," 2778"," 2039","  348","   19"," 4512","  919","   18"
"688",2017-05-17,"21495","  957","  325","10916","  831"," 1745","  404","  224","   81"," 9929"," 1509","   67","   12","  736"," 1660","  472"," 1435"," 9883","  637"," 3621"," 2107"," 1543","  266","   20"," 3443","  782","   22"
"689",2017-05-18,"27964"," 1223","  387","13685","  948"," 2227","  306","  186","   62","12092"," 1645","   17","    9","  944"," 2001","  463"," 1787","12998","  663"," 4511"," 2620"," 1809","  279","   14"," 4069","  789","   15"
"690",2017-05-19,"24370","  980","  395","12364","  805"," 1754","  622","  155","   52","14234"," 1500","    9","   22","  739"," 1603","  491"," 1629","11102","  665"," 4022"," 2348"," 1587","  272","   16"," 3438","  808","   21"
"691",2017-05-20,"18718"," 1296","  420"," 8887","  740"," 3342","  586","  151","   44","10290"," 1318","   26","   10"," 1897"," 1083","  389"," 1321"," 9076","  546"," 3561"," 2194"," 1675","  277","   18"," 2972","  719","   20"
"692",2017-05-21,"17319","  948","  395"," 8218","  714"," 1852","  693","  181","   52"," 9481"," 1304","   28","   20","  846"," 1170","  527"," 1436"," 8543","  554"," 4091"," 2581"," 1894","  302","   11"," 3297","  871","   25"
"693",2017-05-22,"15162","  942","  305"," 7825","  721"," 1620","  239","  137","   49"," 7875"," 1223","   18","    9","  632"," 1884","  606"," 1384"," 6830","  475"," 3314"," 1896"," 2723","  464","   11"," 5043"," 1136","   18"
"694",2017-05-23,"13517","  860","  286"," 6800","  587"," 1513","  135","  165","   58"," 6758"," 1021","    9","    8","  618"," 1369","  439"," 1249"," 6307","  407"," 3188"," 1882"," 1406","  275","   20"," 3028","  748","   14"
"695",2017-05-24,"14801","  781","  240"," 7065","  548"," 1482","  116","  132","   52"," 7989","  983","   46","    5","  664"," 1280","  381"," 1124"," 7330","  417"," 2671"," 1507"," 1384","  245","   13"," 2937","  661","    9"
"696",2017-05-25,"15300","  829","  279"," 7123","  531"," 1518","  119","  113","   43"," 7089","  944","   15","    6","  660"," 1084","  371"," 1255"," 7811","  397"," 3295"," 1983"," 2008","  306","   14"," 3425","  725","    9"
"697",2017-05-26,"14898","  704","  231"," 7126","  595"," 1376","  156","  142","   62"," 7286"," 1034","   15","    6","  643","  928","  344"," 1166"," 7343","  420"," 2947"," 1750"," 1299","  209","   12"," 2456","  603","   13"
"698",2017-05-27,"13637"," 1064","  317"," 5799","  516"," 2517","  121","  111","   47"," 6465","  951","    6","    7"," 1351","  910","  311"," 1039"," 7391","  410"," 2986"," 1893"," 1388","  224","   25"," 2524","  580","   21"
"699",2017-05-28,"14342","  824","  261"," 6420","  546"," 1599","  218","   96","   21"," 6688","  971","   22","   15","  732"," 1013","  389"," 1643"," 7544","  409"," 5820"," 4057"," 1479","  250","   16"," 2803","  689","   17"
"700",2017-05-29,"14769","  934","  261"," 7108","  589"," 1582","  581","  148","   56"," 6749"," 1105","   16","   12","  602"," 1542","  494"," 1529"," 7275","  502"," 3646"," 2063"," 2112","  374","   17"," 4065","  926","   17"
"701",2017-05-30,"13693","  823","  257"," 6950","  579"," 1573","  569","  181","   59"," 5918"," 1000","    7","    4","  700"," 1562","  443"," 1477"," 6367","  403"," 3601"," 2076"," 1399","  222","   11"," 3170","  692","    9"
"702",2017-05-31,"13511","  802","  257"," 6737","  513"," 1387","  519","  119","   49"," 5673","  975","   19","    8","  556"," 1266","  391"," 1300"," 6387","  446"," 3096"," 1757"," 1440","  246","   16"," 2992","  680","   23"
"703",2017-06-01,"12820","  774","  200"," 6544","  530"," 1358","  497","  134","   73"," 5404","  895","   13","    9","  529"," 1136","  403"," 1240"," 5928","  353"," 3462"," 2149"," 1256","  214","   12"," 2659","  660","   20"
"704",2017-06-02,"12689","  710","  222"," 6372","  484"," 1257","  536","   88","   45"," 5373","  861","   12","   11","  506"," 1061","  297"," 1213"," 5968","  363"," 2893"," 1639"," 1223","  184","    9"," 2478","  507","   25"
"705",2017-06-03,"11609"," 1002","  274"," 5548","  491"," 2353","  452","  105","   53"," 5075","  872","   10","    6"," 1258","  855","  301","  859"," 5692","  366"," 2445"," 1552"," 1398","  247","   18"," 2438","  575","   20"
"706",2017-06-04,"12511","  821","  281"," 5949","  552"," 1530","  512","  139","   85"," 5790"," 1028","   15","   10","  669","  937","  424"," 1111"," 6143","  465"," 2918"," 1766"," 1515","  297","   14"," 2662","  764","   17"
"707",2017-06-05,"15388","  874","  310"," 7979","  582"," 1622","  529","  149","   77"," 5742","  943","   16","   22","  702"," 1351","  464"," 1258"," 7101","  343"," 2774"," 1478"," 2563","  489","   13"," 4424"," 1026","   40"
"708",2017-06-06,"16530","  825","  245"," 8157","  533"," 1395","  522","  139","   67"," 5126","  951","   12","   12","  521"," 1486","  491"," 1129"," 8000","  396"," 2692"," 1515"," 1656","  312","    8"," 3411","  838","   13"
"709",2017-06-07,"16712","  746","  253"," 8166","  556"," 1298","  614","  150","   78"," 5054","  945","   13","    8","  529"," 1356","  406"," 1035"," 8203","  378"," 2437"," 1350"," 1485","  302","    7"," 3138","  745","   29"
"710",2017-06-08,"15045","  614","  187"," 7478","  446"," 1145","  487","  128","   55"," 4540","  784","   36","    5","  501"," 1123","  367"," 1165"," 7182","  315"," 2914"," 1704"," 1268","  251","   13"," 2644","  654","   14"
"711",2017-06-09,"12338","  623","  180"," 6050","  466"," 1099","  520","  118","   57"," 4498","  801","   18","    6","  449"," 1100","  334"," 1043"," 5940","  324"," 2462"," 1401"," 1317","  246","    7"," 2671","  619","   23"
"712",2017-06-10,"12418","  921","  256"," 5655","  518"," 2215","  210","  132","   54"," 4624","  869","   14","    6"," 1221"," 1153","  320","  997"," 6409","  338"," 2548"," 1511"," 1562","  241","   11"," 2948","  585","   17"
"713",2017-06-11,"13578","  673","  215"," 6153","  550"," 1354","  118","  130","   42"," 5141","  951","   17","    5","  635"," 1217","  348"," 1239"," 7009","  389"," 3729"," 2424"," 1697","  292","   25"," 3213","  683","    9"
"714",2017-06-12,"14867","  824","  230"," 7371","  535"," 1390","  106","  122","   46"," 5034","  931","   35","    5","  528"," 2551","  580"," 1302"," 7092","  375"," 3013"," 1685"," 2926","  467","    8"," 5927"," 1117","   10"
"715",2017-06-13,"14382","  713","  208"," 7179","  517"," 1263","  162","  131","   59"," 4368","  874","   14","    8","  519"," 1845","  419"," 1156"," 6831","  343"," 2923"," 1710"," 1459","  239","   14"," 3581","  684","   20"
"716",2017-06-14,"14192","  650","  178"," 6857","  456"," 1193","  130","  140","   66"," 4397","  829","   37","    1","  509"," 1305","  357"," 1162"," 6984","  360"," 2677"," 1464"," 1246","  203","    3"," 2771","  594","    5"
"717",2017-06-15,"14022","  573","  177"," 6962","  529"," 1071","  140","  132","   62"," 4503","  913","   83","    2","  468"," 1223","  331"," 1108"," 6702","  373"," 3143"," 1987"," 1488","  248","    5"," 3002","  621","   11"
"718",2017-06-16,"12105","  711","  181"," 5640","  467"," 1362","  133","  129","   64"," 4082","  827","   17","    5","  623"," 1272","  302"," 1084"," 6100","  351"," 2960"," 1837"," 1433","  232","   10"," 2971","  569","   12"
"719",2017-06-17,"11376","  817","  244"," 5139","  497"," 2080","  210","  187","  134"," 4032","  806","   13","    2"," 1179","  879","  283","  760"," 5857","  294"," 2193"," 1403"," 1519","  256","   15"," 2655","  576","    9"
"720",2017-06-18,"13409","  577","  171"," 6024","  525"," 1212","  183","  192","  130"," 4472","  930","    5","    4","  591","  927","  344","  941"," 7006","  387"," 2771"," 1805"," 1607","  273","    3"," 2821","  664","   50"
